,Column,Year,Age,Sex,Participant,Casualty,Total
914,914,2008,10 - 14 years,Male,Pedal cyclists,Injured,19
915,915,2008,10 - 14 years,Male,Pedal cyclists,Killed,1
916,916,2008,10 - 14 years,Male,Other road users,Injured,8
917,917,2008,10 - 14 years,Male,Other road users,Killed,0
918,918,2008,10 - 14 years,Male,Motor cyclists,Injured,2
919,919,2008,10 - 14 years,Male,Motor cyclists,Killed,0
920,920,2008,10 - 14 years,Male,Car passengers,Injured,75
921,921,2008,10 - 14 years,Male,Car passengers,Killed,2
922,922,2008,10 - 14 years,Male,Car drivers,Injured,1
923,923,2008,10 - 14 years,Male,Car drivers,Killed,0
924,924,2008,10 - 14 years,Female,Pedestrians,Injured,39
925,925,2008,10 - 14 years,Female,Pedestrians,Killed,1
926,926,2008,10 - 14 years,Female,Pedal cyclists,Injured,2
927,927,2008,10 - 14 years,Female,Pedal cyclists,Killed,0
928,928,2008,10 - 14 years,Female,Other road users,Injured,1
929,929,2008,10 - 14 years,Female,Other road users,Killed,0
930,930,2008,10 - 14 years,Female,Motor cyclists,Injured,0
931,931,2008,10 - 14 years,Female,Motor cyclists,Killed,0
932,932,2008,10 - 14 years,Female,Car passengers,Injured,75
933,933,2008,10 - 14 years,Female,Car passengers,Killed,3
934,934,2008,10 - 14 years,Female,Car drivers,Injured,0
935,935,2008,10 - 14 years,Female,Car drivers,Killed,0
936,936,2008,15 - 17 years,Male,Pedestrians,Injured,28
937,937,2008,15 - 17 years,Male,Pedestrians,Killed,0
938,938,2008,15 - 17 years,Male,Pedal cyclists,Injured,16
939,939,2008,15 - 17 years,Male,Pedal cyclists,Killed,3
940,940,2008,15 - 17 years,Male,Other road users,Injured,15
941,941,2008,15 - 17 years,Male,Other road users,Killed,1
942,942,2008,15 - 17 years,Male,Motor cyclists,Injured,16
943,943,2008,15 - 17 years,Male,Motor cyclists,Killed,1
944,944,2008,15 - 17 years,Male,Car passengers,Injured,123
945,945,2008,15 - 17 years,Male,Car passengers,Killed,6
946,946,2008,15 - 17 years,Male,Car drivers,Injured,63
947,947,2008,15 - 17 years,Male,Car drivers,Killed,5
948,948,2008,15 - 17 years,Female,Pedestrians,Injured,30
949,949,2008,15 - 17 years,Female,Pedestrians,Killed,1
950,950,2008,15 - 17 years,Female,Pedal cyclists,Injured,0
951,951,2008,15 - 17 years,Female,Pedal cyclists,Killed,0
952,952,2008,15 - 17 years,Female,Other road users,Injured,9
953,953,2008,15 - 17 years,Female,Other road users,Killed,0
954,954,2008,15 - 17 years,Female,Motor cyclists,Injured,2
955,955,2008,15 - 17 years,Female,Motor cyclists,Killed,0
956,956,2008,15 - 17 years,Female,Car passengers,Injured,123
957,957,2008,15 - 17 years,Female,Car passengers,Killed,3
958,958,2008,15 - 17 years,Female,Car drivers,Injured,26
959,959,2008,15 - 17 years,Female,Car drivers,Killed,0
960,960,2008,18 - 20 years,Male,Pedestrians,Injured,42
961,961,2008,18 - 20 years,Male,Pedestrians,Killed,6
962,962,2008,18 - 20 years,Male,Pedal cyclists,Injured,12
963,963,2008,18 - 20 years,Male,Pedal cyclists,Killed,0
964,964,2008,18 - 20 years,Male,Other road users,Injured,57
965,965,2008,18 - 20 years,Male,Other road users,Killed,2
966,966,2008,18 - 20 years,Male,Motor cyclists,Injured,20
967,967,2008,18 - 20 years,Male,Motor cyclists,Killed,2
968,968,2008,18 - 20 years,Male,Car passengers,Injured,179
969,969,2008,18 - 20 years,Male,Car passengers,Killed,3
970,970,2008,18 - 20 years,Male,Car drivers,Injured,243
971,971,2008,18 - 20 years,Male,Car drivers,Killed,12
972,972,2008,18 - 20 years,Female,Pedestrians,Injured,25
973,973,2008,18 - 20 years,Female,Pedestrians,Killed,2
974,974,2008,18 - 20 years,Female,Pedal cyclists,Injured,3
975,975,2008,18 - 20 years,Female,Pedal cyclists,Killed,0
976,976,2008,18 - 20 years,Female,Other road users,Injured,10
977,977,2008,18 - 20 years,Female,Other road users,Killed,0
978,978,2008,18 - 20 years,Female,Motor cyclists,Injured,0
979,979,2008,18 - 20 years,Female,Motor cyclists,Killed,1
980,980,2008,18 - 20 years,Female,Car passengers,Injured,171
981,981,2008,18 - 20 years,Female,Car passengers,Killed,1
982,982,2008,18 - 20 years,Female,Car drivers,Injured,153
983,983,2008,18 - 20 years,Female,Car drivers,Killed,5
984,984,2008,21 - 24 years,Male,Pedestrians,Injured,40
985,985,2008,21 - 24 years,Male,Pedestrians,Killed,0
986,986,2008,21 - 24 years,Male,Pedal cyclists,Injured,18
987,987,2008,21 - 24 years,Male,Pedal cyclists,Killed,0
988,988,2008,21 - 24 years,Male,Other road users,Injured,52
989,989,2008,21 - 24 years,Male,Other road users,Killed,2
990,990,2008,21 - 24 years,Male,Motor cyclists,Injured,49
991,991,2008,21 - 24 years,Male,Motor cyclists,Killed,7
992,992,2008,21 - 24 years,Male,Car passengers,Injured,162
993,993,2008,21 - 24 years,Male,Car passengers,Killed,6
994,994,2008,21 - 24 years,Male,Car drivers,Injured,226
995,995,2008,21 - 24 years,Male,Car drivers,Killed,17
996,996,2008,21 - 24 years,Female,Pedestrians,Injured,31
997,997,2008,21 - 24 years,Female,Pedestrians,Killed,1
998,998,2008,21 - 24 years,Female,Pedal cyclists,Injured,9
999,999,2008,21 - 24 years,Female,Pedal cyclists,Killed,0
1000,1000,2008,21 - 24 years,Female,Other road users,Injured,15
1001,1001,2008,21 - 24 years,Female,Other road users,Killed,0
1002,1002,2008,21 - 24 years,Female,Motor cyclists,Injured,3
1003,1003,2008,21 - 24 years,Female,Motor cyclists,Killed,0
1004,1004,2008,21 - 24 years,Female,Car passengers,Injured,157
1005,1005,2008,21 - 24 years,Female,Car passengers,Killed,3
1006,1006,2008,21 - 24 years,Female,Car drivers,Injured,233
1007,1007,2008,21 - 24 years,Female,Car drivers,Killed,5
1008,1008,2008,25 - 34 years,Male,Pedestrians,Injured,95
1009,1009,2008,25 - 34 years,Male,Pedestrians,Killed,2
1010,10,2008,25 - 34 years,Male,Pedal cyclists,Injured,68
1011,1011,2008,25 - 34 years,Male,Pedal cyclists,Killed,0
1012,1012,2008,25 - 34 years,Male,Other road users,Injured,168
1013,1013,2008,25 - 34 years,Male,Other road users,Killed,4
1014,1014,2008,25 - 34 years,Male,Motor cyclists,Injured,113
1015,1015,2008,25 - 34 years,Male,Motor cyclists,Killed,9
1016,1016,2008,25 - 34 years,Male,Car passengers,Injured,196
1017,1017,2008,25 - 34 years,Male,Car passengers,Killed,5
1018,1018,2008,25 - 34 years,Male,Car drivers,Injured,477
1019,1019,2008,25 - 34 years,Male,Car drivers,Killed,13
1020,1020,2008,25 - 34 years,Female,Pedestrians,Injured,56
1021,1021,2008,25 - 34 years,Female,Pedestrians,Killed,2
1022,1022,2008,25 - 34 years,Female,Pedal cyclists,Injured,31
1023,1023,2008,25 - 34 years,Female,Pedal cyclists,Killed,0
1024,1024,2008,25 - 34 years,Female,Other road users,Injured,29
1025,1025,2008,25 - 34 years,Female,Other road users,Killed,0
1026,1026,2008,25 - 34 years,Female,Motor cyclists,Injured,14
1027,1027,2008,25 - 34 years,Female,Motor cyclists,Killed,0
1028,1028,2008,25 - 34 years,Female,Car passengers,Injured,212
1029,1029,2008,25 - 34 years,Female,Car passengers,Killed,2
1030,1030,2008,25 - 34 years,Female,Car drivers,Injured,465
1031,1031,2008,25 - 34 years,Female,Car drivers,Killed,7
1032,1032,2008,35 - 44 years,Male,Pedestrians,Injured,67
1033,1033,2008,35 - 44 years,Male,Pedestrians,Killed,4
1034,1034,2008,35 - 44 years,Male,Pedal cyclists,Injured,36
1035,1035,2008,35 - 44 years,Male,Pedal cyclists,Killed,1
1036,1036,2008,35 - 44 years,Male,Other road users,Injured,103
1037,1037,2008,35 - 44 years,Male,Other road users,Killed,7
1038,1038,2008,35 - 44 years,Male,Motor cyclists,Injured,88
1039,1039,2008,35 - 44 years,Male,Motor cyclists,Killed,8
1040,1040,2008,35 - 44 years,Male,Car passengers,Injured,89
1041,1041,2008,35 - 44 years,Male,Car passengers,Killed,0
1042,1042,2008,35 - 44 years,Male,Car drivers,Injured,315
1043,1043,2008,35 - 44 years,Male,Car drivers,Killed,12
1044,1044,2008,35 - 44 years,Female,Pedestrians,Injured,46
1045,1045,2008,35 - 44 years,Female,Pedestrians,Killed,0
1046,1046,2008,35 - 44 years,Female,Pedal cyclists,Injured,11
1047,1047,2008,35 - 44 years,Female,Pedal cyclists,Killed,0
1048,1048,2008,35 - 44 years,Female,Other road users,Injured,13
1049,1049,2008,35 - 44 years,Female,Other road users,Killed,0
1050,1050,2008,35 - 44 years,Female,Motor cyclists,Injured,6
1051,1051,2008,35 - 44 years,Female,Motor cyclists,Killed,0
1052,1052,2008,35 - 44 years,Female,Car passengers,Injured,113
1053,1053,2008,35 - 44 years,Female,Car passengers,Killed,1
1054,1054,2008,35 - 44 years,Female,Car drivers,Injured,284
1055,1055,2008,35 - 44 years,Female,Car drivers,Killed,3
1056,1056,2008,45 - 54 years,Male,Pedestrians,Injured,46
1057,1057,2008,45 - 54 years,Male,Pedestrians,Killed,5
1058,1058,2008,45 - 54 years,Male,Pedal cyclists,Injured,22
1059,1059,2008,45 - 54 years,Male,Pedal cyclists,Killed,2
1060,1060,2008,45 - 54 years,Male,Other road users,Injured,77
1061,1061,2008,45 - 54 years,Male,Other road users,Killed,1
1062,1062,2008,45 - 54 years,Male,Motor cyclists,Injured,48
1063,1063,2008,45 - 54 years,Male,Motor cyclists,Killed,0
1064,1064,2008,45 - 54 years,Male,Car passengers,Injured,41
1065,1065,2008,45 - 54 years,Male,Car passengers,Killed,1
1066,1066,2008,45 - 54 years,Male,Car drivers,Injured,194
1067,1067,2008,45 - 54 years,Male,Car drivers,Killed,4
1068,1068,2008,45 - 54 years,Female,Pedestrians,Injured,39
1069,1069,2008,45 - 54 years,Female,Pedestrians,Killed,1
1070,1070,2008,45 - 54 years,Female,Pedal cyclists,Injured,8
1071,1071,2008,45 - 54 years,Female,Pedal cyclists,Killed,2
1072,1072,2008,45 - 54 years,Female,Other road users,Injured,19
1073,1073,2008,45 - 54 years,Female,Other road users,Killed,0
1074,1074,2008,45 - 54 years,Female,Motor cyclists,Injured,6
1075,1075,2008,45 - 54 years,Female,Motor cyclists,Killed,0
1076,1076,2008,45 - 54 years,Female,Car passengers,Injured,102
1077,1077,2008,45 - 54 years,Female,Car passengers,Killed,0
1078,1078,2008,45 - 54 years,Female,Car drivers,Injured,213
1079,1079,2008,45 - 54 years,Female,Car drivers,Killed,4
1080,1080,2008,55 - 64 years,Male,Pedestrians,Injured,42
1081,1081,2008,55 - 64 years,Male,Pedestrians,Killed,2
1082,1082,2008,55 - 64 years,Male,Pedal cyclists,Injured,18
1083,1083,2008,55 - 64 years,Male,Pedal cyclists,Killed,2
1084,1084,2008,55 - 64 years,Male,Other road users,Injured,53
1085,1085,2008,55 - 64 years,Male,Other road users,Killed,2
1086,1086,2008,55 - 64 years,Male,Motor cyclists,Injured,10
1087,1087,2008,55 - 64 years,Male,Motor cyclists,Killed,1
1088,1088,2008,55 - 64 years,Male,Car passengers,Injured,36
1089,1089,2008,55 - 64 years,Male,Car passengers,Killed,1
1090,1090,2008,55 - 64 years,Male,Car drivers,Injured,149
1091,1091,2008,55 - 64 years,Male,Car drivers,Killed,0
1092,1092,2008,55 - 64 years,Female,Pedestrians,Injured,42
1093,1093,2008,55 - 64 years,Female,Pedestrians,Killed,2
1094,1094,2008,55 - 64 years,Female,Pedal cyclists,Injured,4
1095,1095,2008,55 - 64 years,Female,Pedal cyclists,Killed,0
1096,1096,2008,55 - 64 years,Female,Other road users,Injured,9
1097,1097,2008,55 - 64 years,Female,Other road users,Killed,0
1098,1098,2008,55 - 64 years,Female,Motor cyclists,Injured,2
1099,1099,2008,55 - 64 years,Female,Motor cyclists,Killed,0
1100,1100,2008,55 - 64 years,Female,Car passengers,Injured,95
1101,1101,2008,55 - 64 years,Female,Car passengers,Killed,0
1102,1102,2008,55 - 64 years,Female,Car drivers,Injured,105
1103,1103,2008,55 - 64 years,Female,Car drivers,Killed,3
1104,1104,2008,65 years and over,Male,Pedestrians,Injured,59
1105,1105,2008,65 years and over,Male,Pedestrians,Killed,6
1106,1106,2008,65 years and over,Male,Pedal cyclists,Injured,9
1107,1107,2008,65 years and over,Male,Pedal cyclists,Killed,2
1108,1108,2008,65 years and over,Male,Other road users,Injured,21
1109,1109,2008,65 years and over,Male,Other road users,Killed,6
1110,1110,2008,65 years and over,Male,Motor cyclists,Injured,5
1111,1111,2008,65 years and over,Male,Motor cyclists,Killed,0
1112,1112,2008,65 years and over,Male,Car passengers,Injured,32
1113,1113,2008,65 years and over,Male,Car passengers,Killed,1
1114,1114,2008,65 years and over,Male,Car drivers,Injured,164
1115,1115,2008,65 years and over,Male,Car drivers,Killed,12
1116,1116,2008,65 years and over,Female,Pedestrians,Injured,86
1117,1117,2008,65 years and over,Female,Pedestrians,Killed,6
1118,1118,2008,65 years and over,Female,Pedal cyclists,Injured,5
1119,1119,2008,65 years and over,Female,Pedal cyclists,Killed,0
1120,1120,2008,65 years and over,Female,Other road users,Injured,7
1121,1121,2008,65 years and over,Female,Other road users,Killed,0
1122,1122,2008,65 years and over,Female,Motor cyclists,Injured,0
1123,1123,2008,65 years and over,Female,Motor cyclists,Killed,0
1124,1124,2008,65 years and over,Female,Car passengers,Injured,107
1125,1125,2008,65 years and over,Female,Car passengers,Killed,6
1126,1126,2008,65 years and over,Female,Car drivers,Injured,93
1127,1127,2008,65 years and over,Female,Car drivers,Killed,7
1128,1128,2008,Age unknown,Male,Pedestrians,Injured,19
1129,1129,2008,Age unknown,Male,Pedestrians,Killed,0
1130,1130,2008,Age unknown,Male,Pedal cyclists,Injured,11
1131,1131,2008,Age unknown,Male,Pedal cyclists,Killed,0
1132,1132,2008,Age unknown,Male,Other road users,Injured,75
1133,1133,2008,Age unknown,Male,Other road users,Killed,0
1134,1134,2008,Age unknown,Male,Motor cyclists,Injured,80
1135,1135,2008,Age unknown,Male,Motor cyclists,Killed,0
1136,1136,2008,Age unknown,Male,Car passengers,Injured,31
1137,1137,2008,Age unknown,Male,Car passengers,Killed,1
1138,1138,2008,Age unknown,Male,Car drivers,Injured,358
1139,1139,2008,Age unknown,Male,Car drivers,Killed,0
1140,1140,2008,Age unknown,Female,Pedestrians,Injured,25
1141,1141,2008,Age unknown,Female,Pedestrians,Killed,0
1142,1142,2008,Age unknown,Female,Pedal cyclists,Injured,8
1143,1143,2008,Age unknown,Female,Pedal cyclists,Killed,0
1144,1144,2008,Age unknown,Female,Other road users,Injured,8
1145,1145,2008,Age unknown,Female,Other road users,Killed,0
1146,1146,2008,Age unknown,Female,Motor cyclists,Injured,3
1147,1147,2008,Age unknown,Female,Motor cyclists,Killed,0
1148,1148,2008,Age unknown,Female,Car passengers,Injured,19
1149,1149,2008,Age unknown,Female,Car passengers,Killed,0
1150,1150,2008,Age unknown,Female,Car drivers,Injured,293
1151,1151,2008,Age unknown,Female,Car drivers,Killed,0
1152,1152,2009,00 - 05 years,Male,Pedestrians,Injured,35
1153,1153,2009,00 - 05 years,Male,Pedestrians,Killed,3
1154,1154,2009,00 - 05 years,Male,Pedal cyclists,Injured,2
1155,1155,2009,00 - 05 years,Male,Pedal cyclists,Killed,0
1156,1156,2009,00 - 05 years,Male,Other road users,Injured,2
1157,1157,2009,00 - 05 years,Male,Other road users,Killed,0
1158,1158,2009,00 - 05 years,Male,Motor cyclists,Injured,0
1159,1159,2009,00 - 05 years,Male,Motor cyclists,Killed,0
1160,1160,2009,00 - 05 years,Male,Car passengers,Injured,85
1161,1161,2009,00 - 05 years,Male,Car passengers,Killed,2
1162,1162,2009,00 - 05 years,Male,Car drivers,Injured,0
1163,1163,2009,00 - 05 years,Male,Car drivers,Killed,0
1164,1164,2009,00 - 05 years,Female,Pedestrians,Injured,23
1165,1165,2009,00 - 05 years,Female,Pedestrians,Killed,1
1166,1166,2009,00 - 05 years,Female,Pedal cyclists,Injured,1
1167,1167,2009,00 - 05 years,Female,Pedal cyclists,Killed,0
1168,1168,2009,00 - 05 years,Female,Other road users,Injured,1
1169,1169,2009,00 - 05 years,Female,Other road users,Killed,0
1170,1170,2009,00 - 05 years,Female,Motor cyclists,Injured,0
1171,1171,2009,00 - 05 years,Female,Motor cyclists,Killed,0
1172,1172,2009,00 - 05 years,Female,Car passengers,Injured,99
1173,1173,2009,00 - 05 years,Female,Car passengers,Killed,1
1174,1174,2009,00 - 05 years,Female,Car drivers,Injured,0
1175,1175,2009,00 - 05 years,Female,Car drivers,Killed,0
1176,1176,2009,06 - 09 years,Male,Pedestrians,Injured,48
1177,1177,2009,06 - 09 years,Male,Pedestrians,Killed,1
1178,1178,2009,06 - 09 years,Male,Pedal cyclists,Injured,4
1179,1179,2009,06 - 09 years,Male,Pedal cyclists,Killed,0
1180,1180,2009,06 - 09 years,Male,Other road users,Injured,3
1181,1181,2009,06 - 09 years,Male,Other road users,Killed,0
1182,1182,2009,06 - 09 years,Male,Motor cyclists,Injured,1
1183,1183,2009,06 - 09 years,Male,Motor cyclists,Killed,0
1184,1184,2009,06 - 09 years,Male,Car passengers,Injured,71
1185,1185,2009,06 - 09 years,Male,Car passengers,Killed,0
1186,1186,2009,06 - 09 years,Male,Car drivers,Injured,0
1187,1187,2009,06 - 09 years,Male,Car drivers,Killed,0
1188,1188,2009,06 - 09 years,Female,Pedestrians,Injured,28
1189,1189,2009,06 - 09 years,Female,Pedestrians,Killed,0
1190,1190,2009,06 - 09 years,Female,Pedal cyclists,Injured,5
1191,1191,2009,06 - 09 years,Female,Pedal cyclists,Killed,0
1192,1192,2009,06 - 09 years,Female,Other road users,Injured,5
1193,1193,2009,06 - 09 years,Female,Other road users,Killed,0
1194,1194,2009,06 - 09 years,Female,Motor cyclists,Injured,0
1195,1195,2009,06 - 09 years,Female,Motor cyclists,Killed,0
1196,1196,2009,06 - 09 years,Female,Car passengers,Injured,65
1197,1197,2009,06 - 09 years,Female,Car passengers,Killed,0
1198,1198,2009,06 - 09 years,Female,Car drivers,Injured,0
1199,1199,2009,06 - 09 years,Female,Car drivers,Killed,0
1200,1200,2009,10 - 14 years,Male,Pedestrians,Injured,58
1201,1201,2009,10 - 14 years,Male,Pedestrians,Killed,0
1202,1202,2009,10 - 14 years,Male,Pedal cyclists,Injured,29
1203,1203,2009,10 - 14 years,Male,Pedal cyclists,Killed,2
1204,1204,2009,10 - 14 years,Male,Other road users,Injured,11
1205,1205,2009,10 - 14 years,Male,Other road users,Killed,0
1206,1206,2009,10 - 14 years,Male,Motor cyclists,Injured,2
1207,1207,2009,10 - 14 years,Male,Motor cyclists,Killed,0
1208,1208,2009,10 - 14 years,Male,Car passengers,Injured,75
1209,1209,2009,10 - 14 years,Male,Car passengers,Killed,0
1210,1210,2009,10 - 14 years,Male,Car drivers,Injured,3
1211,1211,2009,10 - 14 years,Male,Car drivers,Killed,0
1212,1212,2009,10 - 14 years,Female,Pedestrians,Injured,43
1213,1213,2009,10 - 14 years,Female,Pedestrians,Killed,2
1214,1214,2009,10 - 14 years,Female,Pedal cyclists,Injured,5
1215,1215,2009,10 - 14 years,Female,Pedal cyclists,Killed,0
1216,1216,2009,10 - 14 years,Female,Other road users,Injured,4
1217,1217,2009,10 - 14 years,Female,Other road users,Killed,0
1218,1218,2009,10 - 14 years,Female,Motor cyclists,Injured,0
1219,1219,2009,10 - 14 years,Female,Motor cyclists,Killed,0
1220,1220,2009,10 - 14 years,Female,Car passengers,Injured,93
1221,1221,2009,10 - 14 years,Female,Car passengers,Killed,0
1222,1222,2009,10 - 14 years,Female,Car drivers,Injured,1
1223,1223,2009,10 - 14 years,Female,Car drivers,Killed,0
1224,1224,2009,15 - 17 years,Male,Pedestrians,Injured,26
1225,1225,2009,15 - 17 years,Male,Pedestrians,Killed,0
1226,1226,2009,15 - 17 years,Male,Pedal cyclists,Injured,24
1227,1227,2009,15 - 17 years,Male,Pedal cyclists,Killed,2
1228,1228,2009,15 - 17 years,Male,Other road users,Injured,18
1229,1229,2009,15 - 17 years,Male,Other road users,Killed,0
1230,1230,2009,15 - 17 years,Male,Motor cyclists,Injured,18
1231,1231,2009,15 - 17 years,Male,Motor cyclists,Killed,0
1232,1232,2009,15 - 17 years,Male,Car passengers,Injured,116
1233,1233,2009,15 - 17 years,Male,Car passengers,Killed,6
1234,1234,2009,15 - 17 years,Male,Car drivers,Injured,51
1235,1235,2009,15 - 17 years,Male,Car drivers,Killed,1
1236,1236,2009,15 - 17 years,Female,Pedestrians,Injured,43
1237,1237,2009,15 - 17 years,Female,Pedestrians,Killed,0
1238,1238,2009,15 - 17 years,Female,Pedal cyclists,Injured,2
1239,1239,2009,15 - 17 years,Female,Pedal cyclists,Killed,0
1240,1240,2009,15 - 17 years,Female,Other road users,Injured,1
1241,1241,2009,15 - 17 years,Female,Other road users,Killed,0
1242,1242,2009,15 - 17 years,Female,Motor cyclists,Injured,4
1243,1243,2009,15 - 17 years,Female,Motor cyclists,Killed,0
1244,1244,2009,15 - 17 years,Female,Car passengers,Injured,103
1245,1245,2009,15 - 17 years,Female,Car passengers,Killed,0
1246,1246,2009,15 - 17 years,Female,Car drivers,Injured,18
1247,1247,2009,15 - 17 years,Female,Car drivers,Killed,0
1248,1248,2009,18 - 20 years,Male,Pedestrians,Injured,40
1249,1249,2009,18 - 20 years,Male,Pedestrians,Killed,2
1250,1250,2009,18 - 20 years,Male,Pedal cyclists,Injured,11
1251,1251,2009,18 - 20 years,Male,Pedal cyclists,Killed,0
1252,1252,2009,18 - 20 years,Male,Other road users,Injured,44
1253,1253,2009,18 - 20 years,Male,Other road users,Killed,2
1254,1254,2009,18 - 20 years,Male,Motor cyclists,Injured,19
1255,1255,2009,18 - 20 years,Male,Motor cyclists,Killed,1
1256,1256,2009,18 - 20 years,Male,Car passengers,Injured,234
1257,1257,2009,18 - 20 years,Male,Car passengers,Killed,4
1258,1258,2009,18 - 20 years,Male,Car drivers,Injured,258
1259,1259,2009,18 - 20 years,Male,Car drivers,Killed,14
1260,1260,2009,18 - 20 years,Female,Pedestrians,Injured,34
1261,1261,2009,18 - 20 years,Female,Pedestrians,Killed,0
1262,1262,2009,18 - 20 years,Female,Pedal cyclists,Injured,1
1263,1263,2009,18 - 20 years,Female,Pedal cyclists,Killed,0
1264,1264,2009,18 - 20 years,Female,Other road users,Injured,10
1265,1265,2009,18 - 20 years,Female,Other road users,Killed,0
1266,1266,2009,18 - 20 years,Female,Motor cyclists,Injured,2
1267,1267,2009,18 - 20 years,Female,Motor cyclists,Killed,0
1268,1268,2009,18 - 20 years,Female,Car passengers,Injured,168
1269,1269,2009,18 - 20 years,Female,Car passengers,Killed,5
1270,1270,2009,18 - 20 years,Female,Car drivers,Injured,161
1271,1271,2009,18 - 20 years,Female,Car drivers,Killed,3
1272,1272,2009,21 - 24 years,Male,Pedestrians,Injured,57
1273,1273,2009,21 - 24 years,Male,Pedestrians,Killed,2
1274,1274,2009,21 - 24 years,Male,Pedal cyclists,Injured,20
1275,1275,2009,21 - 24 years,Male,Pedal cyclists,Killed,0
1276,1276,2009,21 - 24 years,Male,Other road users,Injured,61
1277,1277,2009,21 - 24 years,Male,Other road users,Killed,1
1278,1278,2009,21 - 24 years,Male,Motor cyclists,Injured,48
1279,1279,2009,21 - 24 years,Male,Motor cyclists,Killed,4
1280,1280,2009,21 - 24 years,Male,Car passengers,Injured,196
1281,1281,2009,21 - 24 years,Male,Car passengers,Killed,8
1282,1282,2009,21 - 24 years,Male,Car drivers,Injured,255
1283,1283,2009,21 - 24 years,Male,Car drivers,Killed,15
1284,1284,2009,21 - 24 years,Female,Pedestrians,Injured,27
1285,1285,2009,21 - 24 years,Female,Pedestrians,Killed,0
1286,1286,2009,21 - 24 years,Female,Pedal cyclists,Injured,8
1287,1287,2009,21 - 24 years,Female,Pedal cyclists,Killed,0
1288,1288,2009,21 - 24 years,Female,Other road users,Injured,16
1289,1289,2009,21 - 24 years,Female,Other road users,Killed,0
1290,1290,2009,21 - 24 years,Female,Motor cyclists,Injured,3
1291,1291,2009,21 - 24 years,Female,Motor cyclists,Killed,0
1292,1292,2009,21 - 24 years,Female,Car passengers,Injured,171
1293,1293,2009,21 - 24 years,Female,Car passengers,Killed,0
1294,1294,2009,21 - 24 years,Female,Car drivers,Injured,228
1295,1295,2009,21 - 24 years,Female,Car drivers,Killed,3
1296,1296,2009,25 - 34 years,Male,Pedestrians,Injured,82
1297,1297,2009,25 - 34 years,Male,Pedestrians,Killed,3
1298,1298,2009,25 - 34 years,Male,Pedal cyclists,Injured,61
1299,1299,2009,25 - 34 years,Male,Pedal cyclists,Killed,1
1300,1300,2009,25 - 34 years,Male,Other road users,Injured,123
1301,1301,2009,25 - 34 years,Male,Other road users,Killed,6
1302,1302,2009,25 - 34 years,Male,Motor cyclists,Injured,127
1303,1303,2009,25 - 34 years,Male,Motor cyclists,Killed,9
1304,1304,2009,25 - 34 years,Male,Car passengers,Injured,252
1305,1305,2009,25 - 34 years,Male,Car passengers,Killed,5
1306,1306,2009,25 - 34 years,Male,Car drivers,Injured,562
1307,1307,2009,25 - 34 years,Male,Car drivers,Killed,17
1308,1308,2009,25 - 34 years,Female,Pedestrians,Injured,72
1309,1309,2009,25 - 34 years,Female,Pedestrians,Killed,2
1310,1310,2009,25 - 34 years,Female,Pedal cyclists,Injured,30
1311,1311,2009,25 - 34 years,Female,Pedal cyclists,Killed,0
1312,1312,2009,25 - 34 years,Female,Other road users,Injured,20
1313,1313,2009,25 - 34 years,Female,Other road users,Killed,0
1314,1314,2009,25 - 34 years,Female,Motor cyclists,Injured,6
1315,1315,2009,25 - 34 years,Female,Motor cyclists,Killed,0
1316,1316,2009,25 - 34 years,Female,Car passengers,Injured,206
1317,1317,2009,25 - 34 years,Female,Car passengers,Killed,1
1318,1318,2009,25 - 34 years,Female,Car drivers,Injured,538
1319,1319,2009,25 - 34 years,Female,Car drivers,Killed,8
1320,1320,2009,35 - 44 years,Male,Pedestrians,Injured,55
1321,1321,2009,35 - 44 years,Male,Pedestrians,Killed,2
1322,1322,2009,35 - 44 years,Male,Pedal cyclists,Injured,53
1323,1323,2009,35 - 44 years,Male,Pedal cyclists,Killed,0
1324,1324,2009,35 - 44 years,Male,Other road users,Injured,140
1325,1325,2009,35 - 44 years,Male,Other road users,Killed,4
1326,1326,2009,35 - 44 years,Male,Motor cyclists,Injured,92
1327,1327,2009,35 - 44 years,Male,Motor cyclists,Killed,8
1328,1328,2009,35 - 44 years,Male,Car passengers,Injured,91
1329,1329,2009,35 - 44 years,Male,Car passengers,Killed,2
1330,1330,2009,35 - 44 years,Male,Car drivers,Injured,381
1331,1331,2009,35 - 44 years,Male,Car drivers,Killed,14
1332,1332,2009,35 - 44 years,Female,Pedestrians,Injured,35
1333,1333,2009,35 - 44 years,Female,Pedestrians,Killed,1
1334,1334,2009,35 - 44 years,Female,Pedal cyclists,Injured,14
1335,1335,2009,35 - 44 years,Female,Pedal cyclists,Killed,0
1336,1336,2009,35 - 44 years,Female,Other road users,Injured,16
1337,1337,2009,35 - 44 years,Female,Other road users,Killed,1
1338,1338,2009,35 - 44 years,Female,Motor cyclists,Injured,6
1339,1339,2009,35 - 44 years,Female,Motor cyclists,Killed,0
1340,1340,2009,35 - 44 years,Female,Car passengers,Injured,149
1341,1341,2009,35 - 44 years,Female,Car passengers,Killed,0
1342,1342,2009,35 - 44 years,Female,Car drivers,Injured,374
1343,1343,2009,35 - 44 years,Female,Car drivers,Killed,2
1344,1344,2009,45 - 54 years,Male,Pedestrians,Injured,66
1345,1345,2009,45 - 54 years,Male,Pedestrians,Killed,3
1346,1346,2009,45 - 54 years,Male,Pedal cyclists,Injured,35
